 336.03333 2021 12  2  0 48    0.0238  347.3636   -0.0052    0.0233
 336.03751 2021 12  2  0 54    0.0260  346.4772   -0.0061    0.0253
 336.04166 2021 12  2  1  0    0.0299  345.5674   -0.0074    0.0289
 336.04584 2021 12  2  1  6    0.0353  344.5288   -0.0094    0.0340
 336.04999 2021 12  2  1 12    0.0413  343.2911   -0.0119    0.0395
 336.05417 2021 12  2  1 18    0.0463  342.9441   -0.0136    0.0443
 336.05832 2021 12  2  1 24    0.0495  342.4058   -0.0150    0.0472
 336.06250 2021 12  2  1 30    0.0514  342.1614   -0.0157    0.0489
 336.06668 2021 12  2  1 36    0.0524  341.8300   -0.0163    0.0497
 336.07083 2021 12  2  1 42    0.0527  341.4553   -0.0168    0.0499
 336.07501 2021 12  2  1 48    0.0518  340.9256   -0.0169    0.0489
 336.07916 2021 12  2  1 54    0.0492  340.6665   -0.0163    0.0464
 336.08334 2021 12  2  2  0    0.0451  340.3108   -0.0152    0.0425
 336.08749 2021 12  2  2  6    0.0403  339.7416   -0.0140    0.0378
 336.09167 2021 12  2  2 12    0.0359  339.2678   -0.0127    0.0336
 336.09583 2021 12  2  2 18    0.0330  338.8001   -0.0119    0.0308
 336.10001 2021 12  2  2 24    0.0327  338.4033   -0.0120    0.0304
 336.10416 2021 12  2  2 30    0.0355  338.0504   -0.0133    0.0329
 336.10834 2021 12  2  2 36    0.0407  338.2556   -0.0151    0.0378
 336.11249 2021 12  2  2 42    0.0474  338.8145   -0.0171    0.0442
 336.11667 2021 12  2  2 48    0.0550  339.3723   -0.0194    0.0515
 336.12082 2021 12  2  2 54    0.0629  339.6031   -0.0219    0.0590
 336.12500 2021 12  2  3  0    0.0706  339.9190   -0.0243    0.0664
 336.12918 2021 12  2  3  6    0.0784  340.3321   -0.0264    0.0738
 336.13333 2021 12  2  3 12    0.0856  340.3333   -0.0288    0.0806
 336.13751 2021 12  2  3 18    0.0910  340.1722   -0.0309    0.0856
 336.14166 2021 12  2  3 24    0.0930  340.2061   -0.0315    0.0875
 336.14584 2021 12  2  3 30    0.0911  340.1501   -0.0309    0.0857
 336.14999 2021 12  2  3 36    0.0864  340.1098   -0.0294    0.0813
 336.15417 2021 12  2  3 42    0.0798  340.1428   -0.0271    0.0751
 336.15833 2021 12  2  3 48    0.0718  340.5204   -0.0240    0.0677
 336.16251 2021 12  2  3 54    0.0636  340.8671   -0.0208    0.0600
 336.16666 2021 12  2  4  0    0.0560  341.4738   -0.0178    0.0531
 336.17084 2021 12  2  4  6    0.0496  342.0374   -0.0153    0.0472
 336.17499 2021 12  2  4 12    0.0445  342.6451   -0.0133    0.0425
 336.17917 2021 12  2  4 18    0.0407  343.6004   -0.0115    0.0391
 336.18332 2021 12  2  4 24    0.0384  344.4117   -0.0103    0.0370
 336.18750 2021 12  2  4 30    0.0377  344.8504   -0.0098    0.0364
 336.19168 2021 12  2  4 36    0.0385  345.3943   -0.0097    0.0372
 336.19583 2021 12  2  4 42    0.0402  345.5839   -0.0100    0.0390
 336.20001 2021 12  2  4 48    0.0420  345.5704   -0.0105    0.0407
 336.20416 2021 12  2  4 54    0.0429  345.6758   -0.0106    0.0416
 336.20834 2021 12  2  5  0    0.0421  346.3727   -0.0099    0.0409
 336.21249 2021 12  2  5  6    0.0389  347.0663   -0.0087    0.0379
 336.21667 2021 12  2  5 12    0.0331  348.3293   -0.0067    0.0325
 336.22083 2021 12  2  5 18    0.0252  351.8107   -0.0036    0.0249
 336.22501 2021 12  2  5 24    0.0160  359.6646   -0.0001    0.0160
 336.22916 2021 12  2  5 30    0.0074   25.2404    0.0032    0.0067
 336.23334 2021 12  2  5 36    0.0067  110.1568    0.0063   -0.0023
 336.23749 2021 12  2  5 42    0.0141  138.6447    0.0093   -0.0106
 336.24167 2021 12  2  5 48    0.0212  145.4926    0.0120   -0.0175
 336.24582 2021 12  2  5 54    0.0261  148.5027    0.0136   -0.0223
 336.25000 2021 12  2  6  0    0.0287  149.9431    0.0144   -0.0249
 336.25418 2021 12  2  6  6    0.0297  150.7404    0.0145   -0.0259
 336.25833 2021 12  2  6 12    0.0294  150.3364    0.0146   -0.0256
 336.26251 2021 12  2  6 18    0.0282  149.6502    0.0142   -0.0243
 336.26666 2021 12  2  6 24    0.0266  149.9872    0.0133   -0.0230
 336.27084 2021 12  2  6 30    0.0259  149.9172    0.0130   -0.0224
 336.27499 2021 12  2  6 36    0.0265  149.5866    0.0134   -0.0228
 336.27917 2021 12  2  6 42    0.0283  150.5905    0.0139   -0.0246
 336.28333 2021 12  2  6 48    0.0314  152.3659    0.0146   -0.0279
